,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
1882,Azerbaijan,Tomatoes,1994,14619,447,148.68,11.32
1883,Azerbaijan,Potatoes,1994,82623,447,148.68,11.32
1884,Azerbaijan,Carrots,1994,10059,447,148.68,11.32
1885,Azerbaijan,Broccoli,1994,2323,447,148.68,11.32
1886,Azerbaijan,Cucumbers,1994,1905,447,148.68,11.32
1887,Azerbaijan,Bell Peppers,1994,16296,447,148.68,11.32
1888,Azerbaijan,Tomatoes,1995,11810,447,148.68,12.81
1889,Azerbaijan,Potatoes,1995,97450,447,148.68,12.81
1890,Azerbaijan,Carrots,1995,19890,447,148.68,12.81
1891,Azerbaijan,Broccoli,1995,1317,447,148.68,12.81
1892,Azerbaijan,Cucumbers,1995,10000,447,148.68,12.81
1893,Azerbaijan,Bell Peppers,1995,14940,447,148.68,12.81
1894,Azerbaijan,Tomatoes,1996,17369,447,148.68,11.96
1895,Azerbaijan,Potatoes,1996,101359,447,148.68,11.96
1896,Azerbaijan,Carrots,1996,36917,447,148.68,11.96
1897,Azerbaijan,Broccoli,1996,1389,447,148.68,11.96
1898,Azerbaijan,Cucumbers,1996,9363,447,148.68,11.96
1899,Azerbaijan,Bell Peppers,1996,16627,447,148.68,11.96
1900,Azerbaijan,Tomatoes,1997,24340,447,148.68,11.89
1901,Azerbaijan,Potatoes,1997,82711,447,148.68,11.89
1902,Azerbaijan,Carrots,1997,46082,447,148.68,11.89
1903,Azerbaijan,Broccoli,1997,833,447,148.68,11.89
1904,Azerbaijan,Cucumbers,1997,10667,447,148.68,11.89
1905,Azerbaijan,Bell Peppers,1997,16914,447,148.68,11.89
1906,Azerbaijan,Tomatoes,1998,29541,447,148.68,12.79
1907,Azerbaijan,Potatoes,1998,95259,447,148.68,12.79
1908,Azerbaijan,Carrots,1998,48046,447,148.68,12.79
1909,Azerbaijan,Broccoli,1998,857,447,148.68,12.79
1910,Azerbaijan,Cucumbers,1998,11111,447,148.68,12.79
1911,Azerbaijan,Bell Peppers,1998,15764,447,148.68,12.79
1912,Azerbaijan,Tomatoes,1999,35343,447,148.68,12.74
1913,Azerbaijan,Potatoes,1999,95214,447,148.68,12.74
1914,Azerbaijan,Carrots,1999,44415,447,148.68,12.74
1915,Azerbaijan,Cucumbers,1999,12000,447,148.68,12.74
1916,Azerbaijan,Bell Peppers,1999,19992,447,148.68,12.74
1917,Azerbaijan,Tomatoes,2000,32484,447,148.68,12.61
1918,Azerbaijan,Potatoes,2000,89357,447,148.68,12.61
1919,Azerbaijan,Carrots,2000,50191,447,148.68,12.61
1920,Azerbaijan,Broccoli,2000,2434,447,148.68,12.61
1921,Azerbaijan,Cucumbers,2000,11940,447,148.68,12.61
1922,Azerbaijan,Bell Peppers,2000,23223,447,148.68,12.61
1923,Azerbaijan,Tomatoes,2001,37823,447,148.68,12.97
1924,Azerbaijan,Potatoes,2001,109774,447,148.68,12.97
1925,Azerbaijan,Carrots,2001,48495,447,148.68,12.97
1926,Azerbaijan,Cucumbers,2001,12222,447,148.68,12.97
1927,Azerbaijan,Bell Peppers,2001,26154,447,148.68,12.97
1928,Azerbaijan,Tomatoes,2002,43463,447,148.68,12.45
1929,Azerbaijan,Potatoes,2002,121132,447,148.68,12.45
1930,Azerbaijan,Carrots,2002,46532,447,148.68,12.45
1931,Azerbaijan,Bell Peppers,2002,26028,447,148.68,12.45
1932,Azerbaijan,Tomatoes,2004,46071,447,148.68,12.76
1933,Azerbaijan,Potatoes,2004,141416,447,148.68,12.76
1934,Azerbaijan,Carrots,2004,39810,447,148.68,12.76
1935,Azerbaijan,Cucumbers,2004,17568,447,148.68,12.76
1936,Azerbaijan,Bell Peppers,2004,25748,447,148.68,12.76
1937,Azerbaijan,Tomatoes,2005,47703,447,148.68,12.88
1938,Azerbaijan,Potatoes,2005,153215,447,148.68,12.88
1939,Azerbaijan,Carrots,2005,35903,447,148.68,12.88
1940,Azerbaijan,Cucumbers,2005,5789,447,148.68,12.88
1941,Azerbaijan,Bell Peppers,2005,25818,447,148.68,12.88
1942,Azerbaijan,Tomatoes,2006,45777,447,148.68,12.66
1943,Azerbaijan,Potatoes,2006,149497,447,148.68,12.66
1944,Azerbaijan,Carrots,2006,42375,447,148.68,12.66
1945,Azerbaijan,Broccoli,2006,10000,447,148.68,12.66
1946,Azerbaijan,Cucumbers,2006,4906,447,148.68,12.66
1947,Azerbaijan,Bell Peppers,2006,26050,447,148.68,12.66
1948,Azerbaijan,Tomatoes,2007,46175,447,148.68,12.75
1949,Azerbaijan,Potatoes,2007,154570,447,148.68,12.75
1950,Azerbaijan,Carrots,2007,33886,447,148.68,12.75
1951,Azerbaijan,Cucumbers,2007,4000,447,148.68,12.75
1952,Azerbaijan,Bell Peppers,2007,26722,447,148.68,12.75
1953,Azerbaijan,Tomatoes,2008,47784,447,262.99,12.3
1954,Azerbaijan,Potatoes,2008,156430,447,262.99,12.3
1955,Azerbaijan,Carrots,2008,27973,447,262.99,12.3
1956,Azerbaijan,Broccoli,2008,12000,447,262.99,12.3
1957,Azerbaijan,Cucumbers,2008,5000,447,262.99,12.3
1958,Azerbaijan,Bell Peppers,2008,27251,447,262.99,12.3
1959,Azerbaijan,Tomatoes,2009,47990,447,316.18,12.6
1960,Azerbaijan,Potatoes,2009,149950,447,316.18,12.6
1961,Azerbaijan,Carrots,2009,25279,447,316.18,12.6
1962,Azerbaijan,Cucumbers,2009,6677,447,316.18,12.6
1963,Azerbaijan,Bell Peppers,2009,25946,447,316.18,12.6
1964,Azerbaijan,Tomatoes,2010,45551,447,333.85,13.85
1965,Azerbaijan,Potatoes,2010,144945,447,333.85,13.85
1966,Azerbaijan,Carrots,2010,23963,447,333.85,13.85
1967,Azerbaijan,Cucumbers,2010,7136,447,333.85,13.85
1968,Azerbaijan,Bell Peppers,2010,19381,447,333.85,13.85
1969,Azerbaijan,Tomatoes,2011,45460,447,461.84,11.79
1970,Azerbaijan,Potatoes,2011,143973,447,461.84,11.79
1971,Azerbaijan,Carrots,2011,20947,447,461.84,11.79
1972,Azerbaijan,Cucumbers,2011,6717,447,461.84,11.79
1973,Azerbaijan,Bell Peppers,2011,24376,447,461.84,11.79
1974,Azerbaijan,Tomatoes,2012,51029,447,516.35,13
1975,Azerbaijan,Potatoes,2012,146740,447,516.35,13
1976,Azerbaijan,Carrots,2012,22249,447,516.35,13
1977,Azerbaijan,Broccoli,2012,1500,447,516.35,13
1978,Azerbaijan,Cucumbers,2012,6587,447,516.35,13
1979,Azerbaijan,Bell Peppers,2012,26144,447,516.35,13
1980,Azerbaijan,Tomatoes,2013,53903,447,489.8,14.12
1981,Azerbaijan,Potatoes,2013,151999,447,489.8,14.12
1982,Canada,Carrots,2013,22808,447,489.8,14.12
1983,Canada,Broccoli,2013,5000,447,489.8,14.12
1984,Azerbaijan,Cucumbers,2013,6457,447,489.8,14.12
1985,Canada,Lettuce,2013,26719,447,489.8,14.12
1986,Bahamas,Potatoes,1992,95859,1292,484.59,25.1
1987,Bahamas,Tomatoes,1992,16667,1292,484.59,25.1
1988,Bahamas,Spinach,1992,31586,1292,484.59,25.1
1989,Bahamas,Potatoes,1993,90909,1292,484.59,25.26
1990,Bahamas,Tomatoes,1993,16000,1292,484.59,25.26
1991,Bahamas,Spinach,1993,31571,1292,484.59,25.26
1992,Bahamas,Potatoes,1994,80000,1292,484.59,25.73
1993,Bahamas,Tomatoes,1994,17931,1292,484.59,25.73
1994,Bahamas,Spinach,1994,31254,1292,484.59,25.73
1995,Bahamas,Potatoes,1995,77089,1292,484.59,25.44
1996,Bahamas,Tomatoes,1995,17931,1292,484.59,25.44
1997,Bahamas,Spinach,1995,30714,1292,484.59,25.44
1998,Bahamas,Potatoes,1996,75783,1292,484.59,25.06
1999,Bahamas,Tomatoes,1996,17931,1292,484.59,25.06
2000,Bahamas,Spinach,1996,31324,1292,484.59,25.06
2001,Bahamas,Potatoes,1997,75317,1292,484.59,25.81
2002,Bahamas,Tomatoes,1997,17400,1292,484.59,25.81
2003,Bahamas,Spinach,1997,30800,1292,484.59,25.81
2004,Bahamas,Potatoes,1998,75000,1292,484.59,25.94
2005,Bahamas,Tomatoes,1998,19842,1292,484.59,25.94
2006,Bahamas,Spinach,1998,31724,1292,484.59,25.94
2007,Bahamas,Potatoes,1999,80000,1292,484.59,25.31
2008,Bahamas,Tomatoes,1999,21657,1292,484.59,25.31
2009,Bahamas,Spinach,1999,38088,1292,484.59,25.31
2010,Bahamas,Potatoes,2000,100000,1292,484.59,25.16
2011,Bahamas,Tomatoes,2000,24762,1292,484.59,25.16
2012,Bahamas,Spinach,2000,35304,1292,484.59,25.16
2013,Bahamas,Potatoes,2001,102308,1292,375.89,25.23
2014,Bahamas,Tomatoes,2001,30000,1292,375.89,25.23
2015,Bahamas,Spinach,2001,30556,1292,375.89,25.23
2016,Bahamas,Potatoes,2002,100000,1292,384.23,25.79
2017,Bahamas,Tomatoes,2002,30500,1292,384.23,25.79
2018,Bahamas,Spinach,2002,34792,1292,384.23,25.79
2019,Bahamas,Potatoes,2004,103333,1292,269.66,25.46
2020,Bahamas,Tomatoes,2004,35500,1292,269.66,25.46
2021,Bahamas,Spinach,2004,33846,1292,269.66,25.46
2022,Bahamas,Potatoes,2005,106816,1292,315.74,25.43
2023,Bahamas,Tomatoes,2005,36000,1292,315.74,25.43
2024,Bahamas,Spinach,2005,34323,1292,315.74,25.43
2025,Bahamas,Potatoes,2006,106250,1292,268.2,25.34
2026,Bahamas,Tomatoes,2006,38000,1292,268.2,25.34
2027,Bahamas,Spinach,2006,34519,1292,268.2,25.34
2028,Bahamas,Potatoes,2007,105556,1292,268.2,25.71
2029,Bahamas,Tomatoes,2007,40000,1292,268.2,25.71
2030,Bahamas,Spinach,2007,34364,1292,268.2,25.71
2031,Bahamas,Potatoes,2008,139562,1292,268.2,25.63
2032,Bahamas,Tomatoes,2008,47619,1292,268.2,25.63
2033,Bahamas,Spinach,2008,34462,1292,268.2,25.63
2034,Bahamas,Potatoes,2009,180917,1292,268.2,25.46
2035,Bahamas,Tomatoes,2009,60000,1292,268.2,25.46
2036,Bahamas,Spinach,2009,34560,1292,268.2,25.46
2037,Bahamas,Potatoes,2010,221795,1292,268.2,24.77
2038,Bahamas,Tomatoes,2010,75333,1292,268.2,24.77
2039,Bahamas,Onions,2010,79048,1292,268.2,24.77
2040,Bahamas,Spinach,2010,34658,1292,268.2,24.77
2041,Bahamas,Potatoes,2011,225128,1292,268.2,25.76
2042,Bahamas,Tomatoes,2011,73085,1292,268.2,25.76
2043,Bahamas,Onions,2011,78182,1292,268.2,25.76
2044,Bahamas,Spinach,2011,34757,1292,268.2,25.76
2045,Bahamas,Potatoes,2012,223000,1292,268.2,25.46
2046,Bahamas,Tomatoes,2012,73404,1292,268.2,25.46
2047,Bahamas,Onions,2012,77391,1292,268.2,25.46
2048,Bahamas,Spinach,2012,34855,1292,268.2,25.46
2049,Bahamas,Potatoes,2013,221509,1292,268.2,25.88
2050,Bahamas,Tomatoes,2013,74465,1292,268.2,25.88
2051,Canada,Onions,2013,76928,1292,268.2,25.88
2052,Bahamas,Spinach,2013,34953,1292,268.2,25.88
2053,Bahrain,Potatoes,1990,186667,83,14.05,26.26
2054,Bahrain,Spinach,1990,116667,83,14.05,26.26
2055,Bahrain,Potatoes,1991,206667,83,14.05,25.73
2056,Bahrain,Spinach,1991,120000,83,14.05,25.73
2057,Bahrain,Potatoes,1992,188000,83,14.05,25.09
2058,Bahrain,Spinach,1992,112500,83,14.05,25.09
2059,Bahrain,Potatoes,1993,162857,83,14.05,26.09
2060,Bahrain,Spinach,1993,116667,83,14.05,26.09
2061,Bahrain,Potatoes,1994,147500,83,30.86,26.66
2062,Bahrain,Spinach,1994,125000,83,30.86,26.66
2063,Bahrain,Potatoes,1995,166667,83,12.46,26.18
2064,Bahrain,Spinach,1995,120000,83,12.46,26.18
2065,Bahrain,Potatoes,1996,125000,83,12.16,26.76
2066,Bahrain,Potatoes,1997,160000,83,9.42,26.11
2067,Bahrain,Potatoes,1998,160000,83,11.15,27.54
2068,Bahrain,Potatoes,1999,100000,83,12.5,27.67
2069,Bahrain,Potatoes,2000,103333,83,8.65,26.99
2070,Bahrain,Potatoes,2001,110000,83,9.2,27.36
2071,Bahrain,Potatoes,2002,190000,83,0.91,27.19
2072,Bahrain,Potatoes,2004,180000,83,12.24,27.07
2073,Bahrain,Potatoes,2005,100000,83,12.75,26.89
2074,Bahrain,Potatoes,2006,130000,83,12.12,27.15
2075,Bahrain,Potatoes,2007,255556,83,16.25,27.13
2076,Bahrain,Potatoes,2008,210000,83,10.45,26.96
2077,Bahrain,Potatoes,2009,166667,83,12.59,27.24
2078,Bahrain,Potatoes,2010,155598,83,9.84,28
2079,Bahrain,Potatoes,2011,171162,83,9.14,27.01
2080,Bahrain,Potatoes,2012,177812,83,9.14,27.45
2081,Bahrain,Potatoes,2013,179569,83,9.14,27.86
2082,Bangladesh,Tomatoes,1990,10015,2666,1266,25.98
2083,Bangladesh,Tomatoes,1990,10015,2666,1266,25.98
2084,Bangladesh,Potatoes,1990,91410,2666,1266,25.98
2085,Bangladesh,Potatoes,1990,91410,2666,1266,25.98
2086,Bangladesh,Carrots,1990,25661,2666,1266,25.98
2087,Bangladesh,Carrots,1990,25661,2666,1266,25.98
2088,Bangladesh,Broccoli,1990,8103,2666,1266,25.98
2089,Bangladesh,Broccoli,1990,8103,2666,1266,25.98
2090,Bangladesh,Spinach,1990,98316,2666,1266,25.98
2091,Bangladesh,Spinach,1990,98316,2666,1266,25.98
2092,Bangladesh,Bell Peppers,1990,15034,2666,1266,25.98
2093,Bangladesh,Bell Peppers,1990,15034,2666,1266,25.98
2094,Bangladesh,Tomatoes,1991,9781,2666,1287,25.85
2095,Bangladesh,Tomatoes,1991,9781,2666,1287,25.85
2096,Bangladesh,Potatoes,1991,99868,2666,1287,25.85
2097,Bangladesh,Potatoes,1991,99868,2666,1287,25.85
2098,Bangladesh,Carrots,1991,26592,2666,1287,25.85
2099,Bangladesh,Carrots,1991,26592,2666,1287,25.85
2100,Bangladesh,Broccoli,1991,8376,2666,1287,25.85
2101,Bangladesh,Broccoli,1991,8376,2666,1287,25.85
2102,Bangladesh,Spinach,1991,96481,2666,1287,25.85
2103,Bangladesh,Spinach,1991,96481,2666,1287,25.85
2104,Bangladesh,Bell Peppers,1991,16767,2666,1287,25.85
2105,Bangladesh,Bell Peppers,1991,16767,2666,1287,25.85
2106,Bangladesh,Tomatoes,1992,9319,2666,1453,25.86
2107,Bangladesh,Tomatoes,1992,9319,2666,1453,25.86
2108,Bangladesh,Potatoes,1992,107931,2666,1453,25.86
2109,Bangladesh,Potatoes,1992,107931,2666,1453,25.86
2110,Bangladesh,Carrots,1992,26893,2666,1453,25.86
2111,Bangladesh,Carrots,1992,26893,2666,1453,25.86
2112,Bangladesh,Broccoli,1992,8988,2666,1453,25.86
2113,Bangladesh,Broccoli,1992,8988,2666,1453,25.86
2114,Bangladesh,Spinach,1992,96477,2666,1453,25.86
2115,Bangladesh,Spinach,1992,96477,2666,1453,25.86
2116,Bangladesh,Bell Peppers,1992,18534,2666,1453,25.86
2117,Bangladesh,Bell Peppers,1992,18534,2666,1453,25.86
2118,Bangladesh,Tomatoes,1993,9351,2666,1487,25.73
2119,Bangladesh,Tomatoes,1993,9351,2666,1487,25.73
2120,Bangladesh,Potatoes,1993,106787,2666,1487,25.73
2121,Bangladesh,Potatoes,1993,106787,2666,1487,25.73
2122,Bangladesh,Carrots,1993,27185,2666,1487,25.73
2123,Bangladesh,Carrots,1993,27185,2666,1487,25.73
2124,Bangladesh,Broccoli,1993,8948,2666,1487,25.73
2125,Bangladesh,Broccoli,1993,8948,2666,1487,25.73
2126,Bangladesh,Spinach,1993,95714,2666,1487,25.73
2127,Bangladesh,Spinach,1993,95714,2666,1487,25.73
2128,Bangladesh,Bell Peppers,1993,18457,2666,1487,25.73
2129,Bangladesh,Bell Peppers,1993,18457,2666,1487,25.73
2130,Bangladesh,Tomatoes,1994,9042,2666,1594.5,25.91
2131,Bangladesh,Tomatoes,1994,9042,2666,1594.5,25.91
2132,Bangladesh,Potatoes,1994,109570,2666,1594.5,25.91
2133,Bangladesh,Potatoes,1994,109570,2666,1594.5,25.91
2134,Bangladesh,Carrots,1994,25328,2666,1594.5,25.91
2135,Bangladesh,Carrots,1994,25328,2666,1594.5,25.91
2136,Bangladesh,Broccoli,1994,9892,2666,1594.5,25.91
2137,Bangladesh,Broccoli,1994,9892,2666,1594.5,25.91
2138,Bangladesh,Spinach,1994,95373,2666,1594.5,25.91
2139,Bangladesh,Spinach,1994,95373,2666,1594.5,25.91
2140,Bangladesh,Bell Peppers,1994,18390,2666,1594.5,25.91
2141,Bangladesh,Bell Peppers,1994,18390,2666,1594.5,25.91
2142,Bangladesh,Tomatoes,1995,10700,2666,1702,26.09
2143,Bangladesh,Tomatoes,1995,10700,2666,1702,26.09
2144,Bangladesh,Potatoes,1995,111665,2666,1702,26.09
2145,Bangladesh,Potatoes,1995,111665,2666,1702,26.09
2146,Bangladesh,Carrots,1995,26527,2666,1702,26.09
2147,Bangladesh,Carrots,1995,26527,2666,1702,26.09
2148,Bangladesh,Broccoli,1995,9804,2666,1702,26.09
2149,Bangladesh,Broccoli,1995,9804,2666,1702,26.09
2150,Bangladesh,Spinach,1995,95186,2666,1702,26.09
2151,Bangladesh,Spinach,1995,95186,2666,1702,26.09
2152,Bangladesh,Bell Peppers,1995,19483,2666,1702,26.09
2153,Bangladesh,Bell Peppers,1995,19483,2666,1702,26.09
2154,Bangladesh,Tomatoes,1996,10166,2666,1919,26.15
2155,Bangladesh,Tomatoes,1996,10166,2666,1919,26.15
2156,Bangladesh,Potatoes,1996,112741,2666,1919,26.15
2157,Bangladesh,Potatoes,1996,112741,2666,1919,26.15
2158,Bangladesh,Carrots,1996,27629,2666,1919,26.15
2159,Bangladesh,Carrots,1996,27629,2666,1919,26.15
2160,Bangladesh,Broccoli,1996,9959,2666,1919,26.15
2161,Bangladesh,Broccoli,1996,9959,2666,1919,26.15
2162,Bangladesh,Spinach,1996,96081,2666,1919,26.15
2163,Bangladesh,Spinach,1996,96081,2666,1919,26.15
2164,Bangladesh,Bell Peppers,1996,19531,2666,1919,26.15
2165,Bangladesh,Bell Peppers,1996,19531,2666,1919,26.15
2166,Bangladesh,Tomatoes,1997,10914,2666,2035,25.55
2167,Bangladesh,Tomatoes,1997,10914,2666,2035,25.55
2168,Bangladesh,Potatoes,1997,112551,2666,2035,25.55
2169,Bangladesh,Potatoes,1997,112551,2666,2035,25.55
2170,Bangladesh,Carrots,1997,27431,2666,2035,25.55
2171,Bangladesh,Carrots,1997,27431,2666,2035,25.55
2172,Bangladesh,Broccoli,1997,10297,2666,2035,25.55
2173,Bangladesh,Broccoli,1997,10297,2666,2035,25.55
2174,Bangladesh,Spinach,1997,93946,2666,2035,25.55
2175,Bangladesh,Spinach,1997,93946,2666,2035,25.55
2176,Bangladesh,Bell Peppers,1997,20544,2666,2035,25.55
2177,Bangladesh,Bell Peppers,1997,20544,2666,2035,25.55
2178,Bangladesh,Tomatoes,1998,7339,2666,2068,26.13
2179,Bangladesh,Tomatoes,1998,7339,2666,2068,26.13
2180,Bangladesh,Potatoes,1998,113972,2666,2068,26.13
2181,Bangladesh,Potatoes,1998,113972,2666,2068,26.13
2182,Bangladesh,Carrots,1998,29358,2666,2068,26.13
2183,Bangladesh,Carrots,1998,29358,2666,2068,26.13
2184,Bangladesh,Broccoli,1998,7901,2666,2068,26.13
2185,Bangladesh,Broccoli,1998,7901,2666,2068,26.13
2186,Bangladesh,Spinach,1998,95325,2666,2068,26.13
2187,Bangladesh,Spinach,1998,95325,2666,2068,26.13
2188,Bangladesh,Bell Peppers,1998,22408,2666,2068,26.13
2189,Bangladesh,Bell Peppers,1998,22408,2666,2068,26.13
2190,Bangladesh,Tomatoes,1999,12346,2666,2532,26.31
2191,Bangladesh,Tomatoes,1999,12346,2666,2532,26.31
2192,Bangladesh,Potatoes,1999,112810,2666,2532,26.31
2193,Bangladesh,Potatoes,1999,112810,2666,2532,26.31
2194,Bangladesh,Carrots,1999,32139,2666,2532,26.31
2195,Bangladesh,Carrots,1999,32139,2666,2532,26.31
2196,Bangladesh,Broccoli,1999,12346,2666,2532,26.31
2197,Bangladesh,Broccoli,1999,12346,2666,2532,26.31
2198,Bangladesh,Spinach,1999,92786,2666,2532,26.31
2199,Bangladesh,Spinach,1999,92786,2666,2532,26.31
2200,Bangladesh,Bell Peppers,1999,21627,2666,2532,26.31
2201,Bangladesh,Bell Peppers,1999,21627,2666,2532,26.31
2202,Bangladesh,Tomatoes,2000,20597,2666,3170,25.91
2203,Bangladesh,Tomatoes,2000,20597,2666,3170,25.91
2204,Bangladesh,Potatoes,2000,120591,2666,3170,25.91
2205,Bangladesh,Potatoes,2000,120591,2666,3170,25.91
2206,Bangladesh,Carrots,2000,34836,2666,3170,25.91
2207,Bangladesh,Carrots,2000,34836,2666,3170,25.91
2208,Bangladesh,Broccoli,2000,12346,2666,3170,25.91
2209,Bangladesh,Broccoli,2000,12346,2666,3170,25.91
2210,Bangladesh,Spinach,2000,92479,2666,3170,25.91
2211,Bangladesh,Spinach,2000,92479,2666,3170,25.91
2212,Bangladesh,Bell Peppers,2000,22104,2666,3170,25.91
2213,Bangladesh,Bell Peppers,2000,22104,2666,3170,25.91
2214,Bangladesh,Tomatoes,2001,32216,2666,3295.78,25.93
2215,Bangladesh,Tomatoes,2001,32216,2666,3295.78,25.93
2216,Bangladesh,Potatoes,2001,129163,2666,3295.78,25.93
2217,Bangladesh,Potatoes,2001,129163,2666,3295.78,25.93
2218,Bangladesh,Carrots,2001,34020,2666,3295.78,25.93
2219,Bangladesh,Carrots,2001,34020,2666,3295.78,25.93
2220,Bangladesh,Broccoli,2001,12346,2666,3295.78,25.93
2221,Bangladesh,Broccoli,2001,12346,2666,3295.78,25.93
2222,Bangladesh,Spinach,2001,90907,2666,3295.78,25.93
2223,Bangladesh,Spinach,2001,90907,2666,3295.78,25.93
2224,Bangladesh,Bell Peppers,2001,21643,2666,3295.78,25.93
2225,Bangladesh,Bell Peppers,2001,21643,2666,3295.78,25.93
2226,Bangladesh,Tomatoes,2002,40349,2666,2954.29,26.1
2227,Bangladesh,Tomatoes,2002,40349,2666,2954.29,26.1
2228,Bangladesh,Potatoes,2002,126010,2666,2954.29,26.1
2229,Bangladesh,Potatoes,2002,126010,2666,2954.29,26.1
2230,Bangladesh,Carrots,2002,34902,2666,2954.29,26.1
2231,Bangladesh,Carrots,2002,34902,2666,2954.29,26.1
2232,Bangladesh,Broccoli,2002,12361,2666,2954.29,26.1
2233,Bangladesh,Broccoli,2002,12361,2666,2954.29,26.1
2234,Bangladesh,Spinach,2002,90919,2666,2954.29,26.1
2235,Bangladesh,Spinach,2002,90919,2666,2954.29,26.1
2236,Bangladesh,Bell Peppers,2002,21644,2666,2954.29,26.1
2237,Bangladesh,Bell Peppers,2002,21644,2666,2954.29,26.1
2238,Bangladesh,Tomatoes,2004,48243,2666,5587.81,26.14
2239,Bangladesh,Tomatoes,2004,48243,2666,5587.81,26.14
2240,Bangladesh,Potatoes,2004,144313,2666,5587.81,26.14
2241,Bangladesh,Potatoes,2004,144313,2666,5587.81,26.14
2242,Bangladesh,Carrots,2004,35359,2666,5587.81,26.14
2243,Bangladesh,Carrots,2004,35359,2666,5587.81,26.14
2244,Bangladesh,Broccoli,2004,11633,2666,5587.81,26.14
2245,Bangladesh,Broccoli,2004,11633,2666,5587.81,26.14
2246,Bangladesh,Spinach,2004,89459,2666,5587.81,26.14
2247,Bangladesh,Spinach,2004,89459,2666,5587.81,26.14
2248,Bangladesh,Bell Peppers,2004,19527,2666,5587.81,26.14
2249,Bangladesh,Bell Peppers,2004,19527,2666,5587.81,26.14
2250,Bangladesh,Tomatoes,2005,53311,2666,7605.01,26.19
2251,Bangladesh,Tomatoes,2005,53311,2666,7605.01,26.19
2252,Bangladesh,Potatoes,2005,148805,2666,7605.01,26.19
2253,Bangladesh,Potatoes,2005,148805,2666,7605.01,26.19
2254,Bangladesh,Carrots,2005,37814,2666,7605.01,26.19
2255,Bangladesh,Carrots,2005,37814,2666,7605.01,26.19
2256,Bangladesh,Broccoli,2005,13214,2666,7605.01,26.19
2257,Bangladesh,Broccoli,2005,13214,2666,7605.01,26.19
2258,Bangladesh,Cucumbers,2005,14148,2666,7605.01,26.19
2259,Bangladesh,Cucumbers,2005,14148,2666,7605.01,26.19
2260,Bangladesh,Spinach,2005,88704,2666,7605.01,26.19
2261,Bangladesh,Spinach,2005,88704,2666,7605.01,26.19
2262,Bangladesh,Bell Peppers,2005,17478,2666,7605.01,26.19
2263,Bangladesh,Bell Peppers,2005,17478,2666,7605.01,26.19
2264,Bangladesh,Tomatoes,2006,52998,2666,9074.43,26.44
2265,Bangladesh,Tomatoes,2006,52998,2666,9074.43,26.44
2266,Bangladesh,Potatoes,2006,143848,2666,9074.43,26.44
2267,Bangladesh,Potatoes,2006,143848,2666,9074.43,26.44
2268,Bangladesh,Carrots,2006,38541,2666,9074.43,26.44
2269,Bangladesh,Carrots,2006,38541,2666,9074.43,26.44
2270,Bangladesh,Broccoli,2006,13587,2666,9074.43,26.44
2271,Bangladesh,Broccoli,2006,13587,2666,9074.43,26.44
2272,Bangladesh,Cucumbers,2006,15144,2666,9074.43,26.44
2273,Bangladesh,Cucumbers,2006,15144,2666,9074.43,26.44
2274,Bangladesh,Spinach,2006,90254,2666,9074.43,26.44
2275,Bangladesh,Spinach,2006,90254,2666,9074.43,26.44
2276,Bangladesh,Bell Peppers,2006,15344,2666,9074.43,26.44
2277,Bangladesh,Bell Peppers,2006,15344,2666,9074.43,26.44
2278,Bangladesh,Tomatoes,2007,59812,2666,10962.31,25.95
2279,Bangladesh,Tomatoes,2007,59812,2666,10962.31,25.95
2280,Bangladesh,Potatoes,2007,149768,2666,10962.31,25.95
2281,Bangladesh,Potatoes,2007,149768,2666,10962.31,25.95
2282,Bangladesh,Carrots,2007,40833,2666,10962.31,25.95
2283,Bangladesh,Carrots,2007,40833,2666,10962.31,25.95
2284,Bangladesh,Broccoli,2007,13462,2666,10962.31,25.95
2285,Bangladesh,Broccoli,2007,13462,2666,10962.31,25.95
2286,Bangladesh,Cucumbers,2007,14717,2666,10962.31,25.95
2287,Bangladesh,Cucumbers,2007,14717,2666,10962.31,25.95
2288,Bangladesh,Spinach,2007,90479,2666,10962.31,25.95
2289,Bangladesh,Spinach,2007,90479,2666,10962.31,25.95
2290,Bangladesh,Bell Peppers,2007,18471,2666,10962.31,25.95
2291,Bangladesh,Bell Peppers,2007,18471,2666,10962.31,25.95
2292,Bangladesh,Tomatoes,2008,60172,2666,12936.5,26
2293,Bangladesh,Tomatoes,2008,60172,2666,12936.5,26
2294,Bangladesh,Potatoes,2008,165373,2666,12936.5,26
2295,Bangladesh,Potatoes,2008,165373,2666,12936.5,26
2296,Bangladesh,Carrots,2008,41441,2666,12936.5,26
2297,Bangladesh,Carrots,2008,41441,2666,12936.5,26
2298,Bangladesh,Broccoli,2008,21505,2666,12936.5,26
2299,Bangladesh,Broccoli,2008,21505,2666,12936.5,26
2300,Bangladesh,Cucumbers,2008,15026,2666,12936.5,26
2301,Bangladesh,Cucumbers,2008,15026,2666,12936.5,26
2302,Bangladesh,Spinach,2008,97290,2666,12936.5,26
2303,Bangladesh,Spinach,2008,97290,2666,12936.5,26
2304,Bangladesh,Bell Peppers,2008,21753,2666,12936.5,26
2305,Bangladesh,Bell Peppers,2008,21753,2666,12936.5,26
2306,Bangladesh,Tomatoes,2009,56831,2666,13790.09,26.54
2307,Bangladesh,Tomatoes,2009,56831,2666,13790.09,26.54
